Trembl_Hit	Protein_ID	V2
A0A1Q9DPN8	Sfitti_g21046	GO:0004332; GO:0008270; GO:0006096
A0A1Q9DPN9	Sfitti_g5349	
A0A1Q9DPN9	Sfitti_g5350	
A0A1Q9DPP2	Sfitti_g16714	GO:0009522; GO:0042651; GO:0051539; GO:0009055; GO:0050660; GO:0003676; GO:0016627; GO:0008270; GO:0015074; GO:0009773
A0A1Q9DPP2	Sfitti_g9162	GO:0009522; GO:0042651; GO:0051539; GO:0009055; GO:0050660; GO:0003676; GO:0016627; GO:0008270; GO:0015074; GO:0009773
A0A1Q9DPP2	Sfitti_g15143	GO:0009522; GO:0042651; GO:0051539; GO:0009055; GO:0050660; GO:0003676; GO:0016627; GO:0008270; GO:0015074; GO:0009773
A0A1Q9DPP2	Sfitti_g20034	GO:0009522; GO:0042651; GO:0051539; GO:0009055; GO:0050660; GO:0003676; GO:0016627; GO:0008270; GO:0015074; GO:0009773
A0A1Q9DPP2	Sfitti_g13380	GO:0009522; GO:0042651; GO:0051539; GO:0009055; GO:0050660; GO:0003676; GO:0016627; GO:0008270; GO:0015074; GO:0009773
A0A1Q9DPP2	Sfitti_g23804	GO:0009522; GO:0042651; GO:0051539; GO:0009055; GO:0050660; GO:0003676; GO:0016627; GO:0008270; GO:0015074; GO:0009773
A0A1Q9DPP2	Sfitti_g16310	GO:0009522; GO:0042651; GO:0051539; GO:0009055; GO:0050660; GO:0003676; GO:0016627; GO:0008270; GO:0015074; GO:0009773
A0A1Q9DPP2	Sfitti_g13825	GO:0009522; GO:0042651; GO:0051539; GO:0009055; GO:0050660; GO:0003676; GO:0016627; GO:0008270; GO:0015074; GO:0009773
A0A1Q9DPP2	Sfitti_g9163	GO:0009522; GO:0042651; GO:0051539; GO:0009055; GO:0050660; GO:0003676; GO:0016627; GO:0008270; GO:0015074; GO:0009773
A0A1Q9DPP7	Sfitti_g4907	
A0A1Q9DPQ2	Sfitti_g19053	
A0A1Q9DPQ6	Sfitti_g3539	GO:0016301
A0A1Q9DPR0	Sfitti_g13267	
A0A1Q9DPR2	Sfitti_g2747	GO:0070403
A0A1Q9DPR4	Sfitti_g9240	GO:0016021; GO:0003677; GO:0008270; GO:0015074; GO:0006310
A0A1Q9DPS9	Sfitti_g16562	
A0A1Q9DPS9	Sfitti_g14726	
A0A1Q9DPT0	Sfitti_g1062	GO:0003676
A0A1Q9DPT3	Sfitti_g3099	GO:0016021; GO:0016757
A0A1Q9DPT3	Sfitti_g22325	GO:0016021; GO:0016757
A0A1Q9DPU0	Sfitti_g314	GO:0019239
A0A1Q9DPU1	Sfitti_g7680	
A0A1Q9DPU6	Sfitti_g17135	
A0A1Q9DPU7	Sfitti_g315	GO:0016614
A0A1Q9DPV1	Sfitti_g2306	
A0A1Q9DPV1	Sfitti_g12818	
A0A1Q9DPV3	Sfitti_g10629	GO:0003677; GO:0015074; GO:0006310
A0A1Q9DPV3	Sfitti_g14062	GO:0003677; GO:0015074; GO:0006310
A0A1Q9DPV3	Sfitti_g17423	GO:0003677; GO:0015074; GO:0006310
A0A1Q9DPV3	Sfitti_g9443	GO:0003677; GO:0015074; GO:0006310
A0A1Q9DPV6	Sfitti_g11966	GO:0016021; GO:0003676; GO:0008270
A0A1Q9DPV6	Sfitti_g14387	GO:0016021; GO:0003676; GO:0008270
A0A1Q9DPV8	Sfitti_g7679	GO:0005509; GO:0020037; GO:0016787; GO:0000166; GO:0004601; GO:0009166; GO:0006979
A0A1Q9DPV8	Sfitti_g19718	GO:0005509; GO:0020037; GO:0016787; GO:0000166; GO:0004601; GO:0009166; GO:0006979
A0A1Q9DPV8	Sfitti_g316	GO:0005509; GO:0020037; GO:0016787; GO:0000166; GO:0004601; GO:0009166; GO:0006979
A0A1Q9DPW1	Sfitti_g4734	
A0A1Q9DPW1	Sfitti_g23288	
A0A1Q9DPW1	Sfitti_g1462	
A0A1Q9DPW5	Sfitti_g10099	GO:0008290; GO:0051016
A0A1Q9DPW9	Sfitti_g384	
A0A1Q9DPX0	Sfitti_g25	GO:0016021; GO:0005524; GO:0004672; GO:0016757; GO:0019087
A0A1Q9DPX2	Sfitti_g6456	GO:0016874; GO:0004842
A0A1Q9DPX2	Sfitti_g10680	GO:0016874; GO:0004842
A0A1Q9DPX3	Sfitti_g19348	
A0A1Q9DPX3	Sfitti_g9700	
A0A1Q9DPX4	Sfitti_g864	GO:0016021; GO:0046872; GO:0004655; GO:0006779
A0A1Q9DPY1	Sfitti_g876	GO:0016021
A0A1Q9DPY1	Sfitti_g12755	GO:0016021
A0A1Q9DPY7	Sfitti_g21435	GO:0046872
A0A1Q9DPY7	Sfitti_g24286	GO:0046872
A0A1Q9DPY7	Sfitti_g21794	GO:0046872
A0A1Q9DPY7	Sfitti_g14626	GO:0046872
A0A1Q9DPY7	Sfitti_g9888	GO:0046872
A0A1Q9DPY7	Sfitti_g20426	GO:0046872
A0A1Q9DPY7	Sfitti_g22656	GO:0046872
A0A1Q9DPY7	Sfitti_g24035	GO:0046872
A0A1Q9DPY7	Sfitti_g19150	GO:0046872
A0A1Q9DPY7	Sfitti_g9252	GO:0046872
A0A1Q9DPY7	Sfitti_g18931	GO:0046872
A0A1Q9DPY7	Sfitti_g23860	GO:0046872
A0A1Q9DPY7	Sfitti_g20740	GO:0046872
A0A1Q9DPZ3	Sfitti_g14435	GO:0003676; GO:0004523
A0A1Q9DQ07	Sfitti_g19650	GO:0016021
A0A1Q9DQ07	Sfitti_g13247	GO:0016021
A0A1Q9DQ07	Sfitti_g10388	GO:0016021
A0A1Q9DQ07	Sfitti_g13553	GO:0016021
A0A1Q9DQ09	Sfitti_g10430	
A0A1Q9DQ09	Sfitti_g14690	
A0A1Q9DQ16	Sfitti_g10499	
A0A1Q9DQ24	Sfitti_g4127	GO:0016021; GO:0016301
A0A1Q9DQ25	Sfitti_g13959	
A0A1Q9DQ25	Sfitti_g23458	
A0A1Q9DQ26	Sfitti_g6749	GO:0005737; GO:0005524; GO:0051082; GO:0006457
A0A1Q9DQ27	Sfitti_g13489	GO:0003676; GO:0004523
A0A1Q9DQ30	Sfitti_g8241	GO:0003676; GO:0004523; GO:0055114
A0A1Q9DQ31	Sfitti_g5290	
A0A1Q9DQ37	Sfitti_g9920	GO:0016021
A0A1Q9DQ41	Sfitti_g17922	GO:0016021
A0A1Q9DQ48	Sfitti_g22825	GO:0004527; GO:0003676
A0A1Q9DQ48	Sfitti_g2904	GO:0004527; GO:0003676
A0A1Q9DQ48	Sfitti_g12133	GO:0004527; GO:0003676
A0A1Q9DQ60	Sfitti_g12641	
A0A1Q9DQ61	Sfitti_g10204	GO:0016021; GO:0003676; GO:0016491; GO:0008270
A0A1Q9DQ61	Sfitti_g3818	GO:0016021; GO:0003676; GO:0016491; GO:0008270
A0A1Q9DQ61	Sfitti_g5083	GO:0016021; GO:0003676; GO:0016491; GO:0008270
A0A1Q9DQ62	Sfitti_g6241	
A0A1Q9DQ69	Sfitti_g21196	GO:0005524; GO:0005509; GO:0004672
A0A1Q9DQ69	Sfitti_g22340	GO:0005524; GO:0005509; GO:0004672
A0A1Q9DQ73	Sfitti_g8579	
A0A1Q9DQ86	Sfitti_g11766	GO:0016021
A0A1Q9DQ86	Sfitti_g6581	GO:0016021
A0A1Q9DQ87	Sfitti_g15313	
A0A1Q9DQ87	Sfitti_g13766	
A0A1Q9DQ95	Sfitti_g17378	GO:0016021; GO:0046872; GO:0008168; GO:0004843; GO:0016579; GO:0006479
A0A1Q9DQ97	Sfitti_g6024	GO:0016021; GO:0003723
A0A1Q9DQA0	Sfitti_g22744	
A0A1Q9DQA6	Sfitti_g8931	GO:0016021
A0A1Q9DQA6	Sfitti_g5321	GO:0016021
A0A1Q9DQB1	Sfitti_g17807	GO:0004190; GO:0003676; GO:0008270
A0A1Q9DQB2	Sfitti_g22145	GO:0016021
A0A1Q9DQC7	Sfitti_g8657	GO:0016021
A0A1Q9DQD2	Sfitti_g3638	GO:0016021; GO:0003777; GO:0003723; GO:0007018
A0A1Q9DQD6	Sfitti_g7521	GO:0016021
A0A1Q9DQD8	Sfitti_g13638	
A0A1Q9DQD8	Sfitti_g3887	
A0A1Q9DQF0	Sfitti_g2421	GO:0004252
A0A1Q9DQF0	Sfitti_g16259	GO:0004252
A0A1Q9DQG2	Sfitti_g13213	
A0A1Q9DQG3	Sfitti_g12314	GO:0016853; GO:0008152
A0A1Q9DQG3	Sfitti_g15237	GO:0016853; GO:0008152
A0A1Q9DQG3	Sfitti_g4356	GO:0016853; GO:0008152
A0A1Q9DQG3	Sfitti_g13120	GO:0016853; GO:0008152
A0A1Q9DQG3	Sfitti_g6243	GO:0016853; GO:0008152
A0A1Q9DQG6	Sfitti_g10864	GO:0016021; GO:0005840; GO:0004618; GO:0003735; GO:0006096; GO:0006412
A0A1Q9DQG6	Sfitti_g18035	GO:0016021; GO:0005840; GO:0004618; GO:0003735; GO:0006096; GO:0006412
A0A1Q9DQG6	Sfitti_g249	GO:0016021; GO:0005840; GO:0004618; GO:0003735; GO:0006096; GO:0006412
A0A1Q9DQG6	Sfitti_g21675	GO:0016021; GO:0005840; GO:0004618; GO:0003735; GO:0006096; GO:0006412
A0A1Q9DQG7	Sfitti_g14302	
A0A1Q9DQH2	Sfitti_g11528	
A0A1Q9DQH2	Sfitti_g13543	
A0A1Q9DQH2	Sfitti_g18950	
A0A1Q9DQH2	Sfitti_g20916	
A0A1Q9DQH3	Sfitti_g12147	GO:0016021; GO:0004970
A0A1Q9DQH7	Sfitti_g21094	GO:0005524; GO:0016818; GO:0003676; GO:0008270
A0A1Q9DQH7	Sfitti_g21880	GO:0005524; GO:0016818; GO:0003676; GO:0008270
A0A1Q9DQH7	Sfitti_g8498	GO:0005524; GO:0016818; GO:0003676; GO:0008270
A0A1Q9DQH9	Sfitti_g13338	GO:0005524; GO:0033608; GO:0046872; GO:0003676; GO:0004523
A0A1Q9DQH9	Sfitti_g5259	GO:0005524; GO:0033608; GO:0046872; GO:0003676; GO:0004523
A0A1Q9DQI1	Sfitti_g2255	GO:0046872; GO:0070006
A0A1Q9DQJ0	Sfitti_g2560	GO:0016021
A0A1Q9DQJ0	Sfitti_g10251	GO:0016021
A0A1Q9DQJ1	Sfitti_g16536	GO:0016021; GO:0016758; GO:0008152
A0A1Q9DQJ1	Sfitti_g16537	GO:0016021; GO:0016758; GO:0008152
A0A1Q9DQJ7	Sfitti_g13351	GO:0005634; GO:0003677
A0A1Q9DQK0	Sfitti_g16913	
A0A1Q9DQK1	Sfitti_g23948	GO:0005737; GO:0005524; GO:0008233; GO:0036402; GO:0030163
A0A1Q9DQK2	Sfitti_g8722	GO:0003676; GO:0008270; GO:0015074
A0A1Q9DQK2	Sfitti_g9501	GO:0003676; GO:0008270; GO:0015074
A0A1Q9DQK2	Sfitti_g14847	GO:0003676; GO:0008270; GO:0015074
A0A1Q9DQK4	Sfitti_g3455	GO:0016021; GO:0004519
A0A1Q9DQK4	Sfitti_g8258	GO:0016021; GO:0004519
A0A1Q9DQK5	Sfitti_g23883	GO:0005840; GO:0003735; GO:0006412
A0A1Q9DQK5	Sfitti_g24042	GO:0005840; GO:0003735; GO:0006412
A0A1Q9DQK6	Sfitti_g11488	GO:0005634; GO:0003677
A0A1Q9DQK8	Sfitti_g3645	GO:0016021; GO:0005216
A0A1Q9DQK8	Sfitti_g19108	GO:0016021; GO:0005216
A0A1Q9DQK8	Sfitti_g3646	GO:0016021; GO:0005216
A0A1Q9DQK9	Sfitti_g12651	
A0A1Q9DQL6	Sfitti_g10101	GO:0005634; GO:0003677; GO:0016874; GO:0008270
A0A1Q9DQL6	Sfitti_g23719	GO:0005634; GO:0003677; GO:0016874; GO:0008270
A0A1Q9DQL6	Sfitti_g9153	GO:0005634; GO:0003677; GO:0016874; GO:0008270
A0A1Q9DQL9	Sfitti_g11772	
A0A1Q9DQM7	Sfitti_g11554	
A0A1Q9DQM8	Sfitti_g7960	GO:0009982; GO:0003723; GO:0001522
A0A1Q9DQN1	Sfitti_g1663	GO:0016021; GO:0003723; GO:0000179
A0A1Q9DQN3	Sfitti_g484	GO:0016021
A0A1Q9DQN3	Sfitti_g9390	GO:0016021
A0A1Q9DQN4	Sfitti_g11189	GO:0003676; GO:0008270
A0A1Q9DQN4	Sfitti_g14300	GO:0003676; GO:0008270
A0A1Q9DQN4	Sfitti_g15278	GO:0003676; GO:0008270
A0A1Q9DQN6	Sfitti_g9975	GO:0008234
A0A1Q9DQN6	Sfitti_g2017	GO:0008234
A0A1Q9DQP2	Sfitti_g2933	
A0A1Q9DQP2	Sfitti_g24163	
A0A1Q9DQP3	Sfitti_g4444	
A0A1Q9DQP3	Sfitti_g23395	
A0A1Q9DQP6	Sfitti_g294	GO:0005524; GO:0004386; GO:0008289; GO:0016491
A0A1Q9DQP9	Sfitti_g5614	
A0A1Q9DQP9	Sfitti_g5072	
A0A1Q9DQP9	Sfitti_g5071	
A0A1Q9DQQ3	Sfitti_g4268	
A0A1Q9DQQ3	Sfitti_g2937	
A0A1Q9DQQ5	Sfitti_g16872	
A0A1Q9DQQ6	Sfitti_g2417	GO:0016787; GO:0008152
A0A1Q9DQQ9	Sfitti_g19890	
A0A1Q9DQQ9	Sfitti_g4197	
A0A1Q9DQR7	Sfitti_g23765	GO:0016021
A0A1Q9DQR7	Sfitti_g4333	GO:0016021
A0A1Q9DQR7	Sfitti_g4334	GO:0016021
A0A1Q9DQS4	Sfitti_g20110	GO:0003677; GO:0015074; GO:0006313
A0A1Q9DQS4	Sfitti_g23352	GO:0003677; GO:0015074; GO:0006313
A0A1Q9DQS9	Sfitti_g7457	GO:0016021; GO:0008107; GO:0005975
A0A1Q9DQT2	Sfitti_g20487	
A0A1Q9DQU4	Sfitti_g3266	
A0A1Q9DQU8	Sfitti_g4198	
A0A1Q9DQU9	Sfitti_g23709	
A0A1Q9DQU9	Sfitti_g9741	
A0A1Q9DQV2	Sfitti_g1702	GO:0016021
A0A1Q9DQV6	Sfitti_g13388	GO:0016021
A0A1Q9DQW3	Sfitti_g14971	
A0A1Q9DQW4	Sfitti_g2101	GO:0016021; GO:0008138; GO:2001070
A0A1Q9DQW4	Sfitti_g21242	GO:0016021; GO:0008138; GO:2001070
A0A1Q9DQW4	Sfitti_g7748	GO:0016021; GO:0008138; GO:2001070
A0A1Q9DQW4	Sfitti_g22775	GO:0016021; GO:0008138; GO:2001070
A0A1Q9DQX1	Sfitti_g6833	
A0A1Q9DQX1	Sfitti_g20482	
A0A1Q9DQX1	Sfitti_g5980	
A0A1Q9DQX3	Sfitti_g14069	
A0A1Q9DQX4	Sfitti_g16911	GO:0005524
A0A1Q9DQX4	Sfitti_g4344	GO:0005524
A0A1Q9DQX5	Sfitti_g8184	GO:0005525; GO:0008081; GO:0006629
A0A1Q9DQY1	Sfitti_g790	GO:0016021
A0A1Q9DQY1	Sfitti_g19939	GO:0016021
A0A1Q9DQY5	Sfitti_g9632	GO:0005509; GO:0003676; GO:0015074
A0A1Q9DQZ1	Sfitti_g3740	
A0A1Q9DQZ4	Sfitti_g12942	GO:0016021; GO:0005525; GO:0003676; GO:0008270
A0A1Q9DR03	Sfitti_g17607	GO:0016021; GO:0015144
A0A1Q9DR04	Sfitti_g5964	
A0A1Q9DR04	Sfitti_g3060	
A0A1Q9DR09	Sfitti_g789	GO:0016758; GO:0016999
A0A1Q9DR11	Sfitti_g9427	GO:0005524; GO:0004672
A0A1Q9DR14	Sfitti_g18428	GO:0004336; GO:0006683
A0A1Q9DR14	Sfitti_g1138	GO:0004336; GO:0006683
A0A1Q9DR20	Sfitti_g1540	GO:0005524; GO:0004672
A0A1Q9DR21	Sfitti_g926	GO:0000139; GO:0016021; GO:0005509; GO:0005267; GO:0005351
A0A1Q9DR21	Sfitti_g22762	GO:0000139; GO:0016021; GO:0005509; GO:0005267; GO:0005351
A0A1Q9DR30	Sfitti_g17891	GO:0016020; GO:0051537; GO:0008121
A0A1Q9DR30	Sfitti_g18671	GO:0016020; GO:0051537; GO:0008121
A0A1Q9DR33	Sfitti_g5692	GO:0005524; GO:0003677; GO:0000287; GO:0004672; GO:0016984; GO:0015977; GO:0006355
A0A1Q9DR33	Sfitti_g22049	GO:0005524; GO:0003677; GO:0000287; GO:0004672; GO:0016984; GO:0015977; GO:0006355
A0A1Q9DR33	Sfitti_g8424	GO:0005524; GO:0003677; GO:0000287; GO:0004672; GO:0016984; GO:0015977; GO:0006355
A0A1Q9DR33	Sfitti_g7785	GO:0005524; GO:0003677; GO:0000287; GO:0004672; GO:0016984; GO:0015977; GO:0006355
A0A1Q9DR33	Sfitti_g22774	GO:0005524; GO:0003677; GO:0000287; GO:0004672; GO:0016984; GO:0015977; GO:0006355
A0A1Q9DR33	Sfitti_g578	GO:0005524; GO:0003677; GO:0000287; GO:0004672; GO:0016984; GO:0015977; GO:0006355
A0A1Q9DR33	Sfitti_g21933	GO:0005524; GO:0003677; GO:0000287; GO:0004672; GO:0016984; GO:0015977; GO:0006355
A0A1Q9DR33	Sfitti_g23338	GO:0005524; GO:0003677; GO:0000287; GO:0004672; GO:0016984; GO:0015977; GO:0006355
A0A1Q9DR33	Sfitti_g8425	GO:0005524; GO:0003677; GO:0000287; GO:0004672; GO:0016984; GO:0015977; GO:0006355
A0A1Q9DR33	Sfitti_g5348	GO:0005524; GO:0003677; GO:0000287; GO:0004672; GO:0016984; GO:0015977; GO:0006355
A0A1Q9DR34	Sfitti_g528	GO:0016787; GO:0046856
A0A1Q9DR36	Sfitti_g12677	GO:0003844; GO:0005524; GO:0004672; GO:0005978
A0A1Q9DR36	Sfitti_g4425	GO:0003844; GO:0005524; GO:0004672; GO:0005978
A0A1Q9DR36	Sfitti_g17341	GO:0003844; GO:0005524; GO:0004672; GO:0005978
A0A1Q9DR36	Sfitti_g6590	GO:0003844; GO:0005524; GO:0004672; GO:0005978
A0A1Q9DR41	Sfitti_g7419	GO:0005524; GO:0004672
A0A1Q9DR42	Sfitti_g5897	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g18085	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g22031	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g10967	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g20037	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g23764	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g6222	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g16936	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g6151	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g11203	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g23877	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g23924	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g20913	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g18045	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g8360	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g8359	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g4846	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR42	Sfitti_g8885	GO:0005524; GO:0003677; GO:0004518; GO:0004672
A0A1Q9DR46	Sfitti_g22403	
A0A1Q9DR48	Sfitti_g21215	GO:0016021; GO:0000287; GO:0016984; GO:0015977; GO:0055085
A0A1Q9DR48	Sfitti_g23753	GO:0016021; GO:0000287; GO:0016984; GO:0015977; GO:0055085
A0A1Q9DR48	Sfitti_g22109	GO:0016021; GO:0000287; GO:0016984; GO:0015977; GO:0055085
A0A1Q9DR48	Sfitti_g24272	GO:0016021; GO:0000287; GO:0016984; GO:0015977; GO:0055085
A0A1Q9DR48	Sfitti_g16290	GO:0016021; GO:0000287; GO:0016984; GO:0015977; GO:0055085
A0A1Q9DR52	Sfitti_g11098	
A0A1Q9DR52	Sfitti_g17224	
A0A1Q9DR56	Sfitti_g9017	GO:0016301
A0A1Q9DR58	Sfitti_g11096	
A0A1Q9DR58	Sfitti_g6707	
A0A1Q9DR58	Sfitti_g14034	
A0A1Q9DR58	Sfitti_g4416	
A0A1Q9DR58	Sfitti_g22559	
A0A1Q9DR58	Sfitti_g19813	
A0A1Q9DR58	Sfitti_g17348	
A0A1Q9DR58	Sfitti_g13018	
A0A1Q9DR58	Sfitti_g18359	
A0A1Q9DR58	Sfitti_g6815	
A0A1Q9DR60	Sfitti_g19198	
A0A1Q9DR62	Sfitti_g16896	GO:0016021
A0A1Q9DR63	Sfitti_g5475	
A0A1Q9DR63	Sfitti_g5474	
A0A1Q9DR63	Sfitti_g10961	
A0A1Q9DR63	Sfitti_g10461	
A0A1Q9DR63	Sfitti_g16706	
A0A1Q9DR63	Sfitti_g11159	
A0A1Q9DR63	Sfitti_g10460	
A0A1Q9DR65	Sfitti_g20382	
A0A1Q9DR67	Sfitti_g20588	GO:0003676; GO:0015074
A0A1Q9DR67	Sfitti_g10543	GO:0003676; GO:0015074
A0A1Q9DR71	Sfitti_g3609	
A0A1Q9DR71	Sfitti_g5983	
A0A1Q9DR79	Sfitti_g24143	GO:0000287; GO:0003676; GO:0016984; GO:0004523; GO:0015977
A0A1Q9DR79	Sfitti_g11186	GO:0000287; GO:0003676; GO:0016984; GO:0004523; GO:0015977
A0A1Q9DR79	Sfitti_g14809	GO:0000287; GO:0003676; GO:0016984; GO:0004523; GO:0015977
A0A1Q9DR79	Sfitti_g23747	GO:0000287; GO:0003676; GO:0016984; GO:0004523; GO:0015977
A0A1Q9DR82	Sfitti_g3061	
A0A1Q9DR86	Sfitti_g2422	GO:0000287; GO:0016984; GO:0015977
A0A1Q9DR86	Sfitti_g23687	GO:0000287; GO:0016984; GO:0015977
A0A1Q9DR86	Sfitti_g19002	GO:0000287; GO:0016984; GO:0015977
A0A1Q9DR88	Sfitti_g13486	GO:0000287; GO:0016984; GO:0015977
A0A1Q9DR96	Sfitti_g2577	GO:0017183
A0A1Q9DRA5	Sfitti_g4247	GO:0016021; GO:0055085
A0A1Q9DRA7	Sfitti_g11170	
A0A1Q9DRA7	Sfitti_g531	
A0A1Q9DRA9	Sfitti_g22495	
A0A1Q9DRB0	Sfitti_g12300	
A0A1Q9DRB4	Sfitti_g6541	
A0A1Q9DRB4	Sfitti_g6195	
A0A1Q9DRB9	Sfitti_g15177	
A0A1Q9DRB9	Sfitti_g2717	
A0A1Q9DRB9	Sfitti_g9112	
A0A1Q9DRC4	Sfitti_g16139	
A0A1Q9DRC4	Sfitti_g12206	
A0A1Q9DRC4	Sfitti_g8907	
A0A1Q9DRC4	Sfitti_g15391	
A0A1Q9DRC9	Sfitti_g10800	
A0A1Q9DRD0	Sfitti_g16941	GO:0016874
A0A1Q9DRD8	Sfitti_g9785	
A0A1Q9DRE0	Sfitti_g10798	GO:0046982
A0A1Q9DRF2	Sfitti_g11495	GO:0016021
A0A1Q9DRF2	Sfitti_g11494	GO:0016021
A0A1Q9DRG3	Sfitti_g10306	GO:0003676
A0A1Q9DRG3	Sfitti_g9228	GO:0003676
A0A1Q9DRG5	Sfitti_g4834	
A0A1Q9DRG8	Sfitti_g11547	
A0A1Q9DRG8	Sfitti_g20179	
A0A1Q9DRH1	Sfitti_g5059	
A0A1Q9DRH1	Sfitti_g3197	
A0A1Q9DRH4	Sfitti_g2547	GO:0005524; GO:0008017; GO:0003777; GO:0007018
A0A1Q9DRI0	Sfitti_g7005	GO:0000275; GO:0046872; GO:0003676; GO:0046933; GO:0015986; GO:0015074
A0A1Q9DRI1	Sfitti_g5589	GO:0005524; GO:0003983; GO:0006011
A0A1Q9DRI4	Sfitti_g12334	GO:0003676; GO:0008270; GO:0015074
A0A1Q9DRI4	Sfitti_g21526	GO:0003676; GO:0008270; GO:0015074
A0A1Q9DRI7	Sfitti_g19459	
A0A1Q9DRI7	Sfitti_g11526	
A0A1Q9DRI7	Sfitti_g8801	
A0A1Q9DRJ1	Sfitti_g4795	GO:0003824; GO:0030151; GO:0030170
A0A1Q9DRJ3	Sfitti_g21645	GO:0003723
A0A1Q9DRJ5	Sfitti_g9797	GO:0005524; GO:0003677; GO:0015074; GO:0006310
A0A1Q9DRJ5	Sfitti_g23254	GO:0005524; GO:0003677; GO:0015074; GO:0006310
A0A1Q9DRJ5	Sfitti_g2534	GO:0005524; GO:0003677; GO:0015074; GO:0006310
A0A1Q9DRJ6	Sfitti_g1946	GO:0016021; GO:0003824; GO:0005216
A0A1Q9DRJ8	Sfitti_g7719	GO:0016021; GO:0005524; GO:0003913; GO:0008168; GO:0016491; GO:0004756; GO:0016765; GO:0006281; GO:0016260
A0A1Q9DRK0	Sfitti_g3024	GO:0005524
A0A1Q9DRK0	Sfitti_g17086	GO:0005524
A0A1Q9DRK3	Sfitti_g74	GO:0016021; GO:0005509; GO:0015031; GO:0016192
A0A1Q9DRK3	Sfitti_g8317	GO:0016021; GO:0005509; GO:0015031; GO:0016192
A0A1Q9DRK5	Sfitti_g19946	GO:0016021
A0A1Q9DRK6	Sfitti_g10475	GO:0016021; GO:0004114; GO:0046872; GO:0003676; GO:0007165
A0A1Q9DRK6	Sfitti_g15771	GO:0016021; GO:0004114; GO:0046872; GO:0003676; GO:0007165
A0A1Q9DRK8	Sfitti_g14535	GO:0016874
A0A1Q9DRL3	Sfitti_g3166	GO:0016021
A0A1Q9DRN4	Sfitti_g23914	GO:0016021
A0A1Q9DRN5	Sfitti_g11208	GO:0005509
A0A1Q9DRN6	Sfitti_g4348	
A0A1Q9DRN6	Sfitti_g10792	
A0A1Q9DRP7	Sfitti_g21649	GO:0016021; GO:0016874
A0A1Q9DRQ1	Sfitti_g9468	
A0A1Q9DRQ7	Sfitti_g5690	
A0A1Q9DRQ8	Sfitti_g18060	GO:0016021
A0A1Q9DRR5	Sfitti_g12912	GO:0003676; GO:0004523
A0A1Q9DRR5	Sfitti_g5650	GO:0003676; GO:0004523
A0A1Q9DRS6	Sfitti_g14986	
A0A1Q9DRS8	Sfitti_g17192	
A0A1Q9DRS8	Sfitti_g17329	
A0A1Q9DRS8	Sfitti_g20376	
A0A1Q9DRS8	Sfitti_g17505	
A0A1Q9DRS8	Sfitti_g19387	
A0A1Q9DRS8	Sfitti_g17345	
A0A1Q9DRT3	Sfitti_g8564	GO:0016491
A0A1Q9DRT6	Sfitti_g12081	
A0A1Q9DRT6	Sfitti_g2950	
A0A1Q9DRT8	Sfitti_g22140	
A0A1Q9DRT8	Sfitti_g23387	
A0A1Q9DRT9	Sfitti_g18073	
A0A1Q9DRU0	Sfitti_g5034	GO:0016021
A0A1Q9DRU0	Sfitti_g10234	GO:0016021
A0A1Q9DRU0	Sfitti_g20682	GO:0016021
A0A1Q9DRU0	Sfitti_g18630	GO:0016021
A0A1Q9DRU3	Sfitti_g3056	GO:0005846; GO:0016491; GO:0000339; GO:0045292; GO:0051028
A0A1Q9DRU6	Sfitti_g14103	GO:0016021
A0A1Q9DRU9	Sfitti_g20894	
A0A1Q9DRV0	Sfitti_g829	GO:0016021
A0A1Q9DRV0	Sfitti_g828	GO:0016021
A0A1Q9DRV1	Sfitti_g12471	
A0A1Q9DRV5	Sfitti_g8496	GO:0046872
A0A1Q9DRV9	Sfitti_g6576	
A0A1Q9DRW0	Sfitti_g15115	
A0A1Q9DRW3	Sfitti_g23183	GO:0016874
